id,rating_1,rating_2,condition,mode,condition_mode,station,transcription
49,1,1,Blob,Hybrid,BlobHybrid,0,ich habe ein traum gesehen ohne sa quadratisch nd o dawar ein tisch oder noch ein bal und hinnbei sollte ich in die käste felen lassen nd ja ich hat noch die wende gesehen die wann en glaubig dunkel ja mehr habe ich nicht sehen bi ch etzt fertig raten alser bin ich jalst fertlich verstehe ntwickart nicht also sich bich ich ablegerade gesagt unde ich springlaubich fertig geworne ichjetzt noch mache
49,0,3,Blob,Firstperson,BlobFirstperson,1,a es war ein waldweg der war m bischen mit kurven vielen kurven ud das auch schwierihter nin zu gehen und a nieverdowielarschwinde beshinnen a
49,1,1,Blob,Firstperson,BlobFirstperson,0,habe ich weitr einem zimmer miten tisch und auch ein würfel auf dem tisch orind mit dem mit dem korp wol ich en wiffelbeimachen musste ö jeiswen fägiges zimmer nichts besonders
49,0,3,Blob,Hybrid,BlobHybrid,4,ich habe erst mal den weg gesehen der glaube ich nach unten vor oder nach ogen weisehilich mir und es war sene sondern spirale den man folgen der man rfolgen sollte und es gab wieder zweiumzüge die man mit einem neine hand betätigen sollte j
49,1,0,Blob,Firstperson,BlobFirstperson,4,a icht wenn die treppe hochgegangen und es zwar hinseer schwer die treppehoh zu gelen weil es hattenwe nicht wirklich funktioniert immer und dabin ich wieder sondern spiralen weggegangen um seinen gebäude herum bei dem spieralgen wurde mir riechtise assosehr vehr schwindig und e nacht musste ich zwei umszilgefallen ud mitmhebel die also unfassend dami der umzug fährt nd es wareine schöne aussicht muss ich sagen
49,1,1,Blob,Hybrid,BlobHybrid,2,am ist wa wieder ein quadralischer raum uund es gab über würfel laubie sechs stück und ich musste die sammeln  aber an manchen stellen konnte man die würfel nicht zu greifen nd man musste dasskretiv sein was ich anscheinlich war weil ich das nich ine bekommn habe aja daban kistekistentwicher und noch in tisch ö
49,3,0,Blob,Hybrid,BlobHybrid,3,awes hat wieder sein weg aber zu es bestand aber stand so auf s plattformen die sich bewegt haben n man musste auf die zugreifen ond einen entlich springen on das gab noch  zwei umzüge  was könn unecr sehen auch wieder den wald um um den weg un und konnen auch anderen weg sehen und da muss man sich intwie was sachen bewegen um  denn den ausgang zu erreichen a
49,0,1,Blob,Firstperson,BlobFirstperson,3,anes war ein weg aus fielen plattformen die sich bewegt haben ich musste auf einen springen und danach wannen umzog und danna war so ich hab kein anowas das war aber man muss t das entwi erschieben damit es sich bewegt dam sich weiterkomme nd es war auf jeden fall  mir war bis entschwindig bei allem a aus dieser perspektive und danach musste ich noch auch sonnenwegde hat sich auch int wir bewegt swar auch nicht angenehmen und wieder anumzog
50,1,1,Avatar,Hybrid,AvatarHybrid,2,ja das iche ederanseneiner wand war waren bisschen nervichkeichheit nicht sehen konnte ja den pesen aufheben jaber von alle erben für die hälfte der wege den bürfel draustekrim auch mit besen gemacht problem gelöst   ja ich konnte definitiv auch in der dritten person mit sachen intellagieren was sich denn einfach nach der heftige machthabt weilich kein lust mehr hatte die gatenit herzuwechseln und die würfel auch so aufheben konnte  was bisschen nervih war weil ich mich halt wenn ich so gut sehen konnte wal inge imweg waren auserdem habe ich auch wieder kein lustgehaftigern zeit die perspektive zu drehnen son dabeneinfach halt so abr ei werd inge rückwärts gemacht
50,3,0,Avatar,Hybrid,AvatarHybrid,1,ja ich haben wie der nicht die bürgemacht zu drehen dass fer nicht bei dem erchsatz ziemlih viel einfacher das zwar eine ritperstruktive besser zu navigieren und smuther aber auch sehr lustig wie die person dargeht sum str
50,0,3,Avatar,Hybrid,AvatarHybrid,0,also auf jeden fall definitiv einfacher zu novigieren ich  hatte sehr viel weniger probleme das irgendwo hin zu kriegen wu ihs hin will ede aufheben knopffallaber anfanglich reagiert dass klarum ond es wäre geiler wennig nicht plötzlich in der wand wäre oder wenn er ümewie die ganze wand verschwenden würde und nicht nur son kleiner klein es loch weil ich da nich den raum nicht mehr sehen konnte ja plötzlich in der wand sein wannd bisconviert verstwaffach dem raum zu kleinen
50,1,3,Avatar,Firstperson,AvatarFirstperson,0,ja ich bisschen ungewohnt sich mit dem controllerzudrehnen andstand einfach auf en drehstuhl und ders die bewegungn waren relativ schnell und  dadurch bisschen unpräzise also ich fand sehr schwierig auf ener bstimmte stellun zuzusteuern ausser dem krieg ich den linken am konn den linken krigensfelheis es controller gstigdin nicht dach vorne ohne mei der hand zuzumachen wonn mein hende zu klein sind das war en bisschen nervih ja
50,1,0,Avatar,Hybrid,AvatarHybrid,4,ich bin an der treppe biscnhängen geblieben dass fauen bisschen nervich knanung der es aber nich hochgang ond  ich weiss nicht grad vo gradferrklich warum ich die person als der bezeichnet habe ansonsten auch hier wieder so viel weniger kopfschmetzen verursachen diese treppe weil meine sicht nicht mehr wackelt ist das hilentärwechseln für die forschellerwaumbission nervisch übergegeneigentlich jo
50,3,1,Avatar,Firstperson,AvatarFirstperson,4,das ruckeln auf der treppe ist mit leichten kopfschmerzen ziemlich ungeält also das machtkopfschmerzen a der fahrstul war bis ihn verwirrnd aber und die spiraltreppe ein bisschen nervig und sehr ruckelih jadi daskan zu drehen
50,3,1,Avatar,Hybrid,AvatarHybrid,3,so viel besser  ja alsolten ke eine zur zweitenman machen hilftheit auch einfach beim navigieren bisschen aber ich fand as einfacheder perspektive zu navigieren und ausserdem waren diese komischen  wasser oder bwegen den dinge haben wir keine koftewens gemacht diesmal weil ich sie nicht sehen konnte ja
50,1,3,Avatar,Firstperson,AvatarFirstperson,3,ja dass die gesamtwelt ist ziemlich helwas so oft dauert bei mir kopfschmell ziemlich kopfschmerzen verursacht und ja da wa eini der anfang gegen voll und dann diese kommissien sachen mit dem wackeln und vibrierend da habe ich auch wieder kopfschnlesen gekricht und bei dem letzten farsturss mir ein bisschen schwindlich geworden als das plötzliche untergäng
50,1,3,Avatar,Firstperson,AvatarFirstperson,1,das zimansweit zu drehen hat mir zu lange gedauert da bin ich habe ich einfach gesagter kich kann auch einfach rückwärts laufen ohne mediganz eu dimüle zu machen ond jh offe nicht von par vom weg abgekommen bin hat inmüschen geruckelt jo
51,1,1,Blob,Firstperson,BlobFirstperson,0,oce ich hab garten auffriegenden pakur gemacht und swa habe ich ein ein würfel genommen von einem tisch und hat den erst mal ein greifvermessen ass man missen schwierig weichter vorstand und erstmal kognetiv schecken musse dass sich der sinnlaufnmuss bevor eichnden gleife und nch physisch und dann habe ich micht umgedreht hatden e abgeliefert das war ziemlich isi und dann hat sich aus schwierigkeiten durch diese tier zu laufen weiich die steuerung eegade ihnen wenig so ganz gescheckt hatte wenn ich gerade ausgehen wollte hate ich ihnen starken längs drei das hat sich der komisch angefühlt aber sonsten alles syper
51,1,1,Blob,Firstperson,BlobFirstperson,1,ocke ich hab garten pakur gemacht sond iht mihn de durch  ellen holzgang gelaufen und dass relativ schnellzund des meines erachtens dend ich verlaufnwessen schlolz auf mich und an dabei ist mehr auch aufgefallen es sich nicht von diesem holzdengen abweichen konnte und da gebremst wurde und an hatte schwierigkeiten zwischen durch schnell mich zu wenden gerade inde einen inkurvemuss sicherheit wiklich langsamer werden um wenden zu können und an gegen eine wuhntminemüssien schumgelh we sich dan meinkofffer dan engwig gemerkterkehr hier es egendwells was jetzt nicht mit der physischen realität beeinstimmt und esson byssyncomisch aber antsonsten findig gegen das relativ schnell und des wahrheiten müssins zu als wiedunm ein autofahren
51,1,1,Blob,Hybrid,BlobHybrid,4,olkay an das fand ich viel einfache das war der treppenraum und von den defirst person war das fürmich bis dazu der unangenehmste raum den nicht ja au im dementsprechende na drei also meiner persönlichen höichs note da bewertet hab und a das fand ich nicht so unangenehm avinefirst person das war bei den treppen relativ einfache ich muss dabei erst als ich in diesen raum kam wieder darauf klar kommen dass ich mich in der ersten person nich bewegen kann ich glaubt eszeitich auch lausnamtslose njemalen und hab ic trotzdem beim jemal probiert und muss mich erst jedesmal selbsteinander sich hie auf diese a kontrollar drücken muss und als ich das agraft hab was ja auch nicht solang ge dauert bin ich an die treppen hoch und hab die relativ gut genommen und hab beim aufzug den t rickegemacht dass ich dann da gegriffen habe und dann direkt umgestritcstap in die nächste perspektive sodass ich n sehen kontevo das aufgehen wird und mir dadurch noch in kleinen zeitvorteil erhasche anstatt dass ich wie in der first person einmal komplett um mich rum zen mussen dann ait glückheit einfac ein hundertachtsig gerates dink finde und adie treppen waren viel viel einfachda  hate ich auch viel mehr kontrolle zumisserich das geführdas sich vielmer kontroll über diesen avatar hatte als in der first person in der first personer lich auch einmal diesen zweenundsiebzig grdrea gemacht stattden a neunsterwünschten neunzig gaadree wei der kontroller inmen ich wollte zu minsterdurch sollas gefühl und hier had mir halt alles gehorcht und die treppenrunter waren auch zu pereinfacht des hetmich inbisschen e ähinnert an in meiner generation mission fomus sondern strecke aus mario cartals weiche quasi schon trainiert in den ganzen ding und kann da relativshen herunter kam auch bei diesem aufzügen guthochen runer bei dem aufzugrundteils mehr war auch aufgefallen davud mir n bisschen schunrih was sich jar bis her ine der dritten perspektive noch nicht hatte aber da hat die ganze welt zund missen gewalkelt und das wa dein wahrschein für meine psycheren bisschern zu fiel und das was dann sowe t
51,1,1,Blob,Hybrid,BlobHybrid,3,okay mishabgad wieder liesenmariogrossmässigen kapacu gemacht mit diesen platnform dies ich bewegt haben und es vamir in bisschen angenehmer alst einder ersten perspektive m einfah wleich mehr übersicht hatte und ja ich warauf ihren verangenehmer für mich und ich konne das am anfang wieder reda tif schnell machen hatte dannz schwierigkeiten rückwärts einzuparken in en  aufzug und da is mir auch aufgefallen dass diese optische täuschung von der ich davor ausgegangen bin dass sie einfach nur daals um mich zu iritieren a gar nicht so eine war sondern diese platze die davor mir den einentritt verwert hat oder ich a wenn mein erinnerung radzutrauen ist die mie der vordenen eintritt verwerthette da erst auf dem boden war und man überdies leidet dahin was ich am anfang wahrscheinlich komplett ignoriert hatte und der selbst drüber gegangen bin und es ihnen wir trotzdem geschafft habe  vielleicht habe ich auch am anfang de platze trotzdem mitgenommen und dan diese dieser rüberfahrt von diesem kasten a auf die andere seite war vielen angenehmer und  anschliessend is mir noch aufgefallen es ich dann wider in unten war erst mal dass davor der aufzug gigen wir einmal gestecken geblieben est der aufzlug nach oben und der aufzug nachunten bei dem es mir s jetzt nicht umer en auffallen und als ich dann in diesem raum war indem ich gerade diese spassiehr aufnehme n ist mir aufgefallen dass ich meine controller gar nich sehen kann in der dritten perspektive was mir davor gar nicht bewusst war und ja ausserdem wied mir immer bewusster das  des die umgebung hier besonders gestaltet ist ich dachte erst das wer en sternboden als sternhimmeldach durch foren beim kalibrieren und ansonsten an ist mir auftgefallen das es eine letzten rouanismeaufgefallen nachträglich das an mein kofsichenglikomischerweise bisher mehr bewegt als sonst und gert das wers
51,3,1,Blob,Firstperson,BlobFirstperson,4,okey ich bin gerade viele treppen hoch gelaufen und wieder viele treppen runzer glaubeig dann habe ich inur aufzug gefunden hat den a betätigt und musste in dabei halten und dannwinn ich in den nächsten aufzugegangen und bin ebenfalls hinaruntergefahren und das ganze wan biss hin komischweich sehr viel laufen musste und diese treppen in kombination mit dem wendenwan bisscen kritisch we ich möche auch nur uns in zu klein abständen wende undern a war das gard beinen treppen missyn komisch war alles ruchelt und dann hat chnicht mehr das geführ dass ich wenn nch gerade auslaufen möchte wieglich erade auslaufe heisse ih muss de bis hergegenkonnte an ndan auf einmal quanlich igintlich mehr nach rechts zwenden heiss ich hat deine einfach  am zweinheutsiebzig geadrehun nach links gemacht stadten erleut sich nach rechts und ja das s warn missyn komisch also bis jetzt fandlich war d s von allen zudie wo mir aum schirm richseln wurde und dessin gibt ec dengleich auchene drei das  hat sich inbisschon angefühlt als wäre man betrunken findeich wei derkörper oder wie ich hald laufen möchte nicht mehr dem gehorcht wie ich tatsächlich laufe annesom gesagt also ich laufhändih mehr so wie ich es eigentlich befohlen habe und das war ansichen missihen komisch aber war jetzt auch nicht sehr kritischstässen gibe ich dem entspannte dreien
51,1,1,Blob,Hybrid,BlobHybrid,2,soam ich vergat wieder in dem wir vüra und dabeam habe ich direkt mit den wirfeln angefangen dich schancante und habe mir me einen erzfang wieder zum schluss aufgehoben und nd das viel mir wesentlich schwerer als in der ersten perspektive mit der dritten perspektive micht da zu bewegen und ich hab das versucht zu kombinieren dass ich nicht immer zeitverschwendet stehen zu bleiben perspektives wition und so weiter sondern sich das krimminiere heisst ich erhab den gegenstand in der hand und bewegt mich dann und lassen ihnen so fallen und wechsel garnicht min die erste das hat nicht so gut funktioniert und ich hab an mies aufgefangeniss ich auch wenn es in guter ansatz von mir war ae viel mehr zeit daran verwende diesen adiwirfe wieder aufzuheben wai ich ist halt einfach nich treffe als wenn ich das dann wirklich mit e strekten trennung voiner ersten einer dritten perspektive mache und deswegenhabe ich das dann an aus ökonomischen gründen einfach getrennt und als sich an anschlissend bei diesen büchern war die ich erforsche enerhalb sich könne lang inspiziert hatte bei netzmal habe ich mich den bissihen länger drum gekümmert und ha mir dan bischen was allengen kultwer an die selben bücher wie iber netzmal einlich auch zu ervarten und da es mir aufgefallen des ich diese bücher alle rumschleidern konnte aber nich das aufgeklabte buch und dadich mich nämlich gefragt wenn ich das jetzt nehme hat sich dat wirklic jemand die mül gemacht das ganze ding wiklich zu gestalten und ein paar seiten drauf zupaken und an das damit könn ich auf ihren fall nicht entelagieren aber halt mit diesen ganzen büchern und dann am ende habe ich mich dan noch man meinem erzfeind gewidmet und hab s diesmal geschafft wahrscheinlich wegen meiner bedenkzeitig zwischen durch hatte aber ich glaube auch dass ich wesentlich mehr zeit gebraucht hatte als das letzte mal obwohl ich schon weterwusste wo die ganzen lösung waren einfach nur wei ich dieses am rumzwischen von der ersten er dritten perspektive so stören fand und aweinmir c das et einfach ser efizeit gekostet hate ch von das relativ unpraktikabel i dieser situation zuminden st
51,1,1,Blob,Firstperson,BlobFirstperson,3,orkay des warbest jetzt de längste parkour der bestand ase plattform gie sich erst bewegt haben und später en aufzug dann ine grüttelplatte davor nauch soineie optische täuschungsplatzich weis durc genoriun es benennt odd dan gabst nochm einen aufzug und ich glaube dass wars ungefähr dazwischen wirkgab auch nach seine sun kassen dem ich war und dann wo ich da msseden rumgeschleuderten irrenguin gebracht und am anfang ar is ziemlich einfach gerade diese bewegenden platten da habe ich auch meinen chance gesehen chortgart zunehmen und teil des ganze missen zu beschleunigen und warzem i stadtsist es funktioniert hatte eienicht dachtlich wieder ausgebremst werden abernel und dann habe ich in müssen gebraucht bis dieser aufzüglich nach umgebract angebracht hatte muss du dann wieder kongroke vonmaus sich hieraus und diese an optische täuschungsplattebtichheit gar icht bemerktlich in ehalt einfach drüber gelaufe und hat dan bemerkt als ich schon erglaufen ben okede irgendals es mit dieser platte aber dass zwar nicht zu wichtig für mich wer  ich sowie so drüber gelaufen winndes wegen hat das füermlich in eine niedrige relevanz und dann später kam ich erst auf diese an diesen kasten in den lich dareingeworfen wurde und da ist mir aufgefallen erkann ich mich relativ schlecht wendmehr kann ich relativ all schlecht nach nichtaller rechs kucken weils er ihmirnicht funktioniert hatte und der form hat ich mich gefragt binich jeübehab berich tig weil diese dieser kasten nicht aufgegangen ist und ein weichter drindenn wenn ich in bishen rumgezog hat und am als sich dann enkam muss sich glaubich erst wieder gerade auslaufen irgenwohin und dasmer aufgefallen dass das gerade auslaufen bei mir wiglich das schwierigste ist dawit min bis in schumrich beinem rest ist für mich bis jetzt alles isi aber das gerde aulaufendes führt sich igendwie komisch an und ichjalan bin ich auf diese rüttelplatte gegangen  wusste erst gar nicht was da abgeht aber afandlich eigentlich auch genzt interessant mihr das ans zu sehen und hatte dann gar nicht realisiert dss diese klappe schon darunter war das ich schon weiter gehen konnte bin anda harüber gestapt und bin in den aufzug gegangen unda den dann benutzt
51,1,1,Blob,Firstperson,BlobFirstperson,2,chasse geraden kleines scayperew mitsechs würfeln vondenlich fünf finden musste und in eine boxsetzun musste innerhalb von fünf miniunen da uich mir d selbstverständlich das zisetzer sichter alle sechse mache und habt direkt mit dem einzigen angefangenen nicht nicht lösen konnte is jetzt und n dertedevesonder klammer und da musste man eine schrau beziehen oder drehen nicht weises nicht ganz genauich haus nicht hinbekommen und konnte denn dicht ausnehmen und daneben war einer in zwischen solchen lasern dass wa isida musst ch den imminovausschupzen dann gab s nach ihnen wohln knopf den hablich gedrückt hatte e schnellen raus gehols und der muss sich gedrücktheiten wenen ih den rausolen und das mir aufgefallen bei  in die haukgegeben undwiederhochgeenesses in missenkommisch dieses a wiederhochgehen und ansonsten a hat ich noch einen igengro enzernehmen undschena kast uner dem kassen gefunden und hatte gdachte kehder und wird nach der sechste ihnenwar auch in einem kassen sein habt den kassen umgeworfen und daweier lich hat in einem bücherregal gesehen inter sonder graunwand und wollein kurz iritiert von den büchern weil in müssen ditalliert waren und mich das interessiert heit aber das seinen halbe sekunde einkonnt ich mich von der iritation retten hab dieses teil herausgeholt und wieder zurückgebracht und dann geals nach einen beiner lamd und habe ich mich gefragt auf dessen vorteilst won mein grösser s oder kleinerweil ich musste mich dafür schon ziemlich hochmach mit hatte gedashter kehrsals solchswagen zu springen odernicht und hab mir das teil angenommen und hab sein auch dareingeworfen und hab mich dann am ende noch mein meinem erzfeind gewidmet  konnte den aber aus dieser spangeleider nicht lösen und dann gedachsokier bevor ich jetzt hier weiterzeit verschwänene mache ich das weiter und a das mini num ab licher erfüllt um mein perfektionismus machen mich dann missen carputtes wegenhabig sein gelassen und bin ein weitergelaufen und abgesehen von dieser hocke fande ich das ganz zu den ganz problem nur da ist mir überhaupt nicht schumerig geworden aber ich ben jauch nicht so viel gerade ausgegangen sondern ich habe nur aktiv nach irgendwas gesucht und damit hatte ich gar keine probleme
51,1,1,Blob,Hybrid,BlobHybrid,0,alkey ich habgraten selmst sprass wie vor nochmal gemacht ich war in einem raum und habe ich das meiner dritten perspektive anktnihtasen mission aus wie dieser weibliche robater aus walley und ider hiess iegnau und am dann habeich mich durch diesen raum bewegt und bevor ich zum würfel gegangen bin habe ich mir dast ers mal zu nutze gemacht was mich erstn missen eritiert hatte dass man durch die wende kongen konnte und dann habe ich mir gedacht pu ich mein missen was dahinter liegt einfach aus interesse und asowald ih das dann für mich abgeschlossene hab ich mich dann dem wirfel gewidmet und am dabei is ir aufgefallenis der mir etwas entfhlohen ist dass der nich ganz wollte aber das hat trotzdem geklapbt und den habe ich mit enm einmal genommen und wärend das enn ich noch diese anweisung bekommen hab bin ich dann zu diesem alcessien gegangen und habte schon feilen lassen icht dachte ich herts getroffen mic habsanscheinen nicht getroffen und wan en erstmaln biss chen eritiertokei was mache ich jetzt n wai ich dach ich ätte das zu schnell gemacht oder einfach nicht e regelkonform genug weichheintlich auf diesem blauen am kreisstand dann bin ich zurückgelaufen zum  zum wirfel und es von eine ziemliche herausforderun den wilfel zu nehmen we der wirfeln ichgrad neier krise hatten aber die kon wir auch bei seite zu legen dann hab ich mir diesen wirfell geschnappt nach vielen vielen versuchun und bin s aubsollu eschabson der seite probiert dun wiedervorne habt don aber echt geschafft und habe mir denan genommen underst dann habe ich auch als ih dannd vor diesen kasten stand realisiert dass ich mich ja auch wirklich drehen kann und dass auch loslassen kann das at ich da von nicht so realisiert dass ich mich drehen kann defor wusste er hat ich nur realisiert wenn ich diesen gegenstand in der hand habe dass eich mich bewegen kann aber nicht dabei drehen und dann sobald ich diese fähigkeit also bald ich ir dieser fähigkeit bewusst war weo für mich auch gar kein ding diese grosstal zu vollführen und für mich war das jetzt garnisch stimme meister detrel angenehmen
51,1,0,Blob,Hybrid,BlobHybrid,1,diesen raum fand ich ähnlich wie eder ersten perspektive aber das war der brettraum indem ich lange genus un ich glaubt in ait ich din letztes mal als zweites das mir auf gefangnet ses sin de ranomysiertten reihenfolge wahrscheinlich ist und a das vielmer den at ich nämichschon vornfas der mess diesen raum weich inn sehr gelfan und an dasfilmil relativ eleicht voraliegender dritten perspektive wei ich besser antizipieren konnte wie es sich men körper bewegen wird und gerade in diesen kurven konnichan am mich mit der bewegung einstellen so dass ich n dass auf den spit von der von dem rutieren von den wenden meines charakters anpassen konnte und damit glaube ich auch schnell durchgekommen zu sein als einer ersten perspektive am allerdings nicht so schnell wie ich es gerne gehabt hätte und hierbei ist mir im gegensatz zu der ersten perspektive auch beim gerade ausgehen gar nicht übel geworden oder so also das war alles okail undd a dabei ist mir expizitnummer aufgefallen dass wenn ich die wendean berühre den bereich de manich betreten sollte a die kontrolle anvzu vibrieren und ich glaube das meine geschwindigkeit wenn ih nur gerade ausgehe verses wennih gerade aus rechts beispielsweise gehe um einiges schneller ist könnte auch seines sich it ich mir das eingebildet hab aber aus meiner erkenntnisgrade es so destand und das heisst das wenn man das wirkel schnellmachen würde man  möglichs vier zeit daran in vessien sollte da ein fonogerade auszulaufen und ja die kurve viel mir auch viel einfacher als beifirst person und sonst ging[UNK]s mir da in dem ganzen ding eigentlich relativ gut
52,1,3,Avatar,Firstperson,AvatarFirstperson,3,ang aso im vergleich zu dem ersten durchlauf wennich mer volleicht ziehen darf
52,3,1,Avatar,Hybrid,AvatarHybrid,0,e icht glaub das wahreziemlch kohl assistint bischen verwirrend also nach dem wechsel dann erst mal plötzlich soweit weg seines in bishin schwierig dann erstmal sich wiederumbisin zu fassen aber ansonsten war das eigentlich okay glauben
52,0,0,Avatar,Firstperson,AvatarFirstperson,1,a ich glaub mir jetzt auch gut soweit ich fans aber auch in bisschen schwieriger als vorher m aber lediglich weil ich am liebsten durch die blickrichtung schung geändert hätte woich hinlaufe  weil es aber um bisshon verlocken ist wen man nicht die perspektive von aussen hat
52,0,0,Avatar,Firstperson,AvatarFirstperson,4,am treppenlaufen
52,1,1,Avatar,Hybrid,AvatarHybrid,2,das war grundsetzlich sehr lustig ih habe abe festgestellt wie schwierig es war  abstände zu schätzen weil wennich vor etwas stehend anhalte nach unten kuck  weil das irgendwie für mich recht natürlich schien ist ja nicht s vor mir und ja lso wie gesagt abstände von ich missind schwierig aber ansonsten ging si mir engtlich sehr gut dabei sich hat mich nicht unwohl gefühlt oder sonstiges a ja
52,3,3,Avatar,Firstperson,AvatarFirstperson,0,also um es war musste torial aber ch funs engi okay also mir gitzt gut  weder unwohl noch schwindel noch sonstiges n papskgefühlich habt wesentlich weniger überblück über die gesamtsituation abird es natürlich auch unbissheen klar und j
52,3,1,Avatar,Hybrid,AvatarHybrid,1,jetzt anich fands schvirialtes vorher asoo is is schwierig sieh richtich zu recht zu finden est st also wenn man die sicht dreht dreht sich ja die sicht in der jabrile nicht so hunde
52,0,3,Avatar,Hybrid,AvatarHybrid,3,das fand ich tatsächlich relativ angynem also angenehmer als das vorher am hatte son bishen den weib von seinem videospiel fillichfenlichst deswegen angenehmen am also war für mich relativ harmlos finde ich
52,1,0,Avatar,Hybrid,AvatarHybrid,4,das war eigentlich auch in ordnung ausserdes  rondell heis das o chglaub es heiss rondell r das war dannschon bis in tchrickija also das hat sich schon so bischen angefühlt es ja müsst ich zu bisschend schwanken also zwar jetzt nicht uneingenehm oder so a aber warhalt bisschen schwieriger gefühlt gerade zu stehen
53,1,1,Blob,Hybrid,BlobHybrid,3,ich bin auf fahrenden platten gefahren in eine richtung an wieder zurück den fallen hinterherr und einfachestudie nicht nicht selbs verdienen musste und auf einer in und herwebenden platte de mich ern werrtrüber gelaufen und dann gar ich enich schon da sehr schnell ja und ich hab meine perspektive öfter gewechselt zwar auch gut
53,3,1,Blob,Firstperson,BlobFirstperson,0,ich habe einen würfel aufgehoben und ich habe mein mich durch die landschaft gesteuert indem ich nicht mit einer dritten person sondern selber gegangen bin und dadurch ist meine perfektive noch viel mehr verrutscht  und dann habe ich diesen apfelwürfel in die kiste getan
53,1,1,Blob,Firstperson,BlobFirstperson,2,ich hab die würfel zusammen gesucht und  konnte den würfel von der deckelnich holen war ich nicht auf die kiste daraufgehen konnte und jetzt es mir richtig schwindelich und n ich habe versucht die gdie kisten aufzuheben bin gegen gegenstände gelaf und  ja konnte meine perspektive nicht schnell genug wechseln um  zu meinen bewegungen also die perspektive nicht in bewegungen anpassen
53,1,1,Blob,Firstperson,BlobFirstperson,4,am ich musste aufzug fahren und bin sowendeltreppen heruntergelaucht jan muss ich immer meine perspektive ändern aber ich konnte sie nicht schnell genug ändern und jetzt ist mehr recht schlecht nein schwindelig aber es ist echt komisch wenn man die perspektive sich nicht so bewegt wie man sich selber eigentlich bewegt
53,1,1,Blob,Firstperson,BlobFirstperson,1,ich bin über einen häuzfahrt gelaufen und
53,0,1,Blob,Firstperson,BlobFirstperson,3,ich bin über platten gefahren und am in aufzug hochgefahrene wiederuntergefahren und wurde in sonakiste geschleudert aber infi ist das anstrengender nicht eine dritte person zu steuern
53,1,1,Blob,Hybrid,BlobHybrid,4,ich bin ein haus hochgegangen in wendeltreppen und em in der dritten person und bin das wirkentlich schwende mit meiner sichtweise was bischen komisch ist und ö ich hätte vielleicht rückblickend meine sichtweise öfter innern säneba das war nicht so schlimm durchwende zu gehen und m damlch mirt dem fahrstul hoch und wiederuntergefahren muss zu den griffhochhalten in der dritten person die person wechseln und dann umrausgehen zu können das war lustig und damilch wiederuntergefahren genauso mit dem griffrunterhalten und den griff greifen wird mein händen und  meine ko troller haben nicht mehr so viel vie briett ich weiss aber nicht warum ja
53,1,3,Blob,Hybrid,BlobHybrid,2,ich habe würfel eingesommelt e aus fahrstecken habe bücher heruntergeschmissnomen einwürfel zu kommen eine kiste aufgehoben um einen wurfel zu kommen und ann die kiste genommen und an den würfel an die lampe zu komme und einsoe metallklemme aufgelöst damit der würfel der hauskomptonlant die allemein die kiste reingeworfen und werch die dritte person ge steuerhalb ist meine perspektive die ganzeit durch die wand gegangen als aukipenn
53,3,1,Blob,Hybrid,BlobHybrid,0,der letzte pakur war ein apfel einen würfel aufzuheben wie einen apfel und  den danen lin eine kiste fallen zulassen habe der abfer is immer nach hinten geschoben worden und immer wenn ich mein körper vorgewalgt habe ist wein meine person nach hinten gedrückt worden j
53,1,1,Blob,Hybrid,BlobHybrid,1,ich bin durchuf eine faht wie bei zauberravon ausgelaufen ab meine dritte personis gelaufen und ich hab sie gesteuert und mir sind die ganzeit blatterin gu sicher gekommen und es vibriert wenn ich ging ein baumgekommen wir und nes war einfacher als ich dann nich meine sichtweise gedreht habe und hinter  der dritten person gelaufen bin ja
54,1,1,Avatar,Hybrid,AvatarHybrid,0,am letzten raum habe ich gelernt wie man sich bewegt und sachen aufhebt und zwar kann nich nur laufen wenn ich in der dritten personen bin und n die an sicht komme ich mit  ich glob mit dem rechten knopf mit einem der knapfe am rechten controller und dann kann ich laufen mit dem rechten dings am controller kann ich mich drehen und mit dem linken kann ich nach vorne laufen am und am linken controller gibt es dann knopfen kann ich wieder in ie erst also die first personen ansicht quasi komm und dnn objekte aufheben indem ich meine handrüberhalte und die handöffnen und schliessen und er wenn ich dann als ich kann quasi das objekt festhalten wieder in die dritte personenansicht wechseln undann mit dem objekt rumlaufen und dann kann nich das objekt fallen lassen am ich hab jetzt nicht ausprobiert ob ichs auch aus der dritten person machen kann aber ich klopp schon doch habe ich ausprobiert geht auch dritte oder erste personenansicht geht beides genomm
